Temperature,Moisture,Rainfall,PH,Nitrogen,Phosphorous,Potassium,Carbon,Soil,Crop,Fertilizer,Remark
24.54234567,0.88301234,255.55678901,7.90456789,49.12345678,31.78901234,52.12345678,1.98456789,Alkaline Soil,berseem clover,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
26.03961259,0.874311391,263.3513228,5.973094552,79.94100656,57.09595097,63.45739417,1.272333517,Peaty Soil,rice,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
26.84989061,0.227436131,178.7708433,6.424144566,63.57631158,44.30691308,75.90998102,0.359495054,Acidic Soil,Coffee,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
10.81948744,0.616019948,59.54549403,5.864042157,55.580986,63.70324734,39.18032616,1.341104469,Acidic Soil,grapes,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
22.6856789,0.70590123,92.99001234,7.40456789,66.12345678,34.12345678,48.12345678,1.59123456,Neutral Soil,tomatoes,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
21.51698076,0.768805449,186.7892776,8.82843282,63.15180692,40.51038977,75.65580087,1.848038843,Peaty Soil,Pigeon Peas,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
23.04312461,0.413988223,97.30610871,5.771320453,50.90732819,35.99747079,159.5640307,1.505628207,Acidic Soil,Kidney Beans,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
31.40221062,0.555746612,306.0816006,6.376783571,72.49711785,79.36007611,73.89171939,0.58259317,Acidic Soil,Coconut,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
33.91719012,0.509281347,151.9974917,6.018545959,65.64616006,58.85002162,63.43618962,0.943901626,Acidic Soil,Ground Nut,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
17.96274768,0.425919643,125.3533697,7.720163611,63.63825669,55.01124765,53.54333641,1.527892491,Peaty Soil,orange,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
50.17984508,0.656175736,101.2373235,5.903643565,50.75818023,31.72585259,63.36989892,0.445061022,Acidic Soil,Kidney Beans,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
24.39831088,0.553073159,124.8272842,6.088228513,59.89396346,41.88741211,53.34788608,1.602075446,Acidic Soil,banana,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
21.05890123,0.89412345,238.10123456,7.80123456,50.78901234,37.78901234,58.78901234,2.13456789,Alkaline Soil,berseem clover,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
31.54055009,0.434174065,62.81534677,6.3238692,58.73599664,45.91780221,61.79655763,2.011979538,Acidic Soil,Ground Nut,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
23.05670497,0.802837794,-85.70959335,5.839823153,72.96269334,49.46817518,70.41136278,0.746938167,Acidic Soil,rice,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
28.2756789,0.71523456,87.66678901,7.30123456,64.78901234,32.78901234,51.78901234,1.64123456,Neutral Soil,tomatoes,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
24.55499551,0.52491362,76.14541939,6.757252255,57.89682767,115.7588595,60.52391569,1.964327399,Neutral Soil,papaya,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
28.84808455,0.786862843,155.7353343,5.911146112,71.55185172,49.29047037,57.12851075,0.710405442,Acidic Soil,Coconut,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
19.07859168,0.498228627,150.1703351,5.756176635,58.76265293,31.37954522,65.37694218,1.717941627,Acidic Soil,Pigeon Peas,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
27.81151336,0.765182597,46.53955273,6.454027964,55.37584621,74.75390894,52.72769634,-0.280559958,Peaty Soil,Mung Bean,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
21.44031873,0.670452973,-85.70959335,5.832794708,58.99945285,48.43596184,59.27622319,0.980478229,Acidic Soil,maize,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
24.55760322,0.604995722,167.6196858,6.490310535,71.44947914,-37.64973873,76.3059258,1.196730156,Acidic Soil,Jute,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
27.15606417,0.508849388,59.42971265,6.568466897,59.32967231,62.0064221,62.63662087,2.29384965,Acidic Soil,banana,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
28.51076056,0.381431351,37.17308619,7.320118866,35.52771842,134.9899204,97.17221901,0.881481745,Neutral Soil,Mung Bean,Urea,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
22.49727588,0.749896604,154.1366487,7.368348822,64.14021648,73.48942557,96.30046435,1.024920874,Loamy Soil,Coffee,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
52.64713353,0.972361206,49.35085905,7.460059324,58.64138735,53.33467708,54.91131406,2.42399599,Neutral Soil,Adzuki Beans,General Purpose Fertilizer,Suitable for general use across various soil and crop types. Prefer this when no specific deficiency is detected.
20.13234567,0.9056789,281.87789012,7.10123456,53.12345678,40.12345678,59.12345678,2.05789012,Neutral Soil,berseem clover,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
21.93234567,0.91901234,260.54456789,7.80456789,50.12345678,37.78901234,55.45678901,2.01789012,Alkaline Soil,berseem clover,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
29.08691386,0.536086472,111.5724401,6.593577254,68.54084229,110.7388194,85.63729542,2.28946369,Neutral Soil,Sugarcane,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
25.42840509,0.596903724,96.63084445,6.468033261,60.34478573,177.3144812,53.3677058,1.015614468,Acidic Soil,pomegranate,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
21.05287169,0.467255567,195.6674464,5.771651621,67.96618653,42.44239135,67.43437838,1.141969503,Acidic Soil,Rubber,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
14.21620238,0.677853563,108.8769657,6.225421627,59.50292315,71.00929017,61.22601729,1.398031785,Acidic Soil,orange,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
19.03632935,0.621306038,82.80984356,7.806978857,49.29826179,45.28218005,55.75285224,1.773135907,Peaty Soil,Chickpea,Urea,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
21.10437233,0.567099945,137.6145551,5.65389356,53.87740662,37.71063885,58.19104809,1.612143925,Acidic Soil,Kidney Beans,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
25.0788256,0.427785561,54.48841282,3.908612908,56.56249742,56.67205209,56.52633946,0.523189212,Acidic Soil,watermelon,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
27.36611689,0.704107375,180.9805395,6.353248492,74.9942714,93.10123215,104.2591579,1.837571719,Loamy Soil,papaya,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
27.94437711,0.655076128,71.86042901,9.56234069,54.79898629,42.04131791,34.23214749,0.337604515,Alkaline Soil,Moth Beans,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
18.99122868,0.732523647,65.99991612,5.787722886,51.35276434,27.99341141,45.14718251,1.438184006,Acidic Soil,Kidney Beans,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
25.22842527,0.972361206,180.9100048,6.498410922,69.52907341,-37.64973873,74.74169934,1.525248612,Peaty Soil,Jute,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
17.6656789,0.68034567,109.12166282,5.70123456,59.45678901,49.12345678,41.45678901,1.31456789,Acidic Soil,potatoes,Balanced NPK Fertilizer,"""Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."""
16.50123489,0.72034567,130.67055432,5.80456789,60.45678901,50.12345678,35.45678901,1.30456789,Acidic Soil,potatoes,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
17.46036308,0.427007243,69.54142219,6.593310004,49.22072583,42.25221923,50.76844779,2.560456109,Neutral Soil,Peas,Urea,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
25.63374654,0.546831223,40.19864718,6.756941044,61.24973001,150.1767679,76.16870981,0.510602156,Neutral Soil,watermelon,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
32.62363126,0.66518834,63.7841284,7.296033843,58.15750095,122.7602841,74.68963853,1.290472063,Loamy Soil,Black gram,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
33.73199824,0.69354003,90.91765358,5.929890159,56.44651673,54.86531269,57.3118129,1.874124235,Acidic Soil,Ground Nut,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
25.49994007,0.681341838,72.43720551,5.739016779,54.7753919,44.94711979,31.20578862,1.307296292,Peaty Soil,grapes,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
23.08508925,0.425728453,82.65926548,6.702766792,86.96971052,106.1995122,69.74434226,1.326788035,Neutral Soil,pomegranate,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
25.46651921,0.622132495,306.0816006,8.277736478,68.0408642,54.23288897,64.16154511,3.241983684,Peaty Soil,Sugarcane,Gypsum,"Corrects alkaline soil, adds calcium and sulfur. Prefer this to lower soil pH and enhance soil structure."
43.36340044,0.439269327,133.066238,7.305116352,74.62335872,149.1337557,152.6056095,1.50361255,Neutral Soil,papaya,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
21.61234567,0.75112345,150.551443,6.70789012,75.78901234,65.45678901,50.78901234,1.60789012,Neutral Soil,potatoes,Balanced NPK Fertilizer,"""Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."""
21.17795502,0.469954982,162.3353576,6.84319309,62.4425411,134.8463642,154.9979326,1.962450819,Neutral Soil,Coffee,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
30.57536273,0.629652252,178.2658507,6.127500178,64.40445752,53.25502237,80.63077478,1.348293114,Acidic Soil,Pigeon Peas,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
24.65425972,0.470873012,77.88138362,6.180830274,54.48581584,54.44538949,53.23876608,0.800212339,Acidic Soil,Tobacco,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
21.63602242,0.445028536,81.29593084,5.755717699,57.52383798,51.6566745,45.89295613,0.996722709,Acidic Soil,Pigeon Peas,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
30.143809,0.506525175,42.62274902,5.428149838,62.15561721,47.39808114,54.95733615,0.786813001,Acidic Soil,grapes,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
20.59817409,0.586293064,114.1997624,5.739118577,62.62417823,49.09561049,46.77305921,1.645023744,Acidic Soil,apple,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
19.91831645,0.745659615,73.52312409,8.397803312,50.99637814,34.25418194,46.35528996,2.03267111,Peaty Soil,Chickpea,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
15.29318204,0.72795891,53.72529764,5.84763878,50.45734303,39.80343107,54.43432191,1.930590704,Peaty Soil,Peas,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
25.25142925,0.621885409,-85.70959335,8.82843282,62.75547076,67.53152482,57.59655849,0.498569562,Acidic Soil,Cotton,Gypsum,"Corrects alkaline soil, adds calcium and sulfur. Prefer this to lower soil pH and enhance soil structure."
24.92234567,0.78834567,99.21123456,6.60789012,72.12345678,66.12345678,41.12345678,1.77456789,Neutral Soil,tomatoes,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
51.78507031,0.449758438,57.96252596,6.85431947,55.99688001,141.5362163,137.0834489,1.892791186,Neutral Soil,Adzuki Beans,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
22.30425615,0.564477518,158.6238404,6.356525498,86.96971052,101.1654643,125.651173,1.296279014,Neutral Soil,Coffee,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
27.72567897,0.387307904,181.1969796,8.82843282,68.93578989,35.04873445,159.5640307,1.797316194,Acidic Soil,Tea,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
22.83457316,0.716515092,84.45332864,6.405513843,86.96971052,63.10913278,159.5640307,1.353666592,Acidic Soil,maize,General Purpose Fertilizer,Suitable for general use across various soil and crop types. Prefer this when no specific deficiency is detected.
24.60219251,0.4128188,86.96476007,6.765918502,55.83208958,138.9588035,113.3145894,2.543374429,Neutral Soil,Cotton,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
22.76889012,0.460062443,194.88416,6.077837836,68.18067797,51.59932623,60.21698098,1.511806068,Acidic Soil,Jute,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
48.60156028,0.53737603,37.90625227,5.684392617,55.58526669,17.38550159,47.9139372,2.499609405,Acidic Soil,millet,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
31.81434205,0.402575162,33.59486066,7.70699142,55.45693128,50.1146624,45.43736616,2.093220514,Peaty Soil,Moth Beans,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
29.04164576,0.553186425,42.97203981,8.82843282,53.2624708,120.623396,51.95830955,0.93149559,Neutral Soil,Mung Bean,Gypsum,"Corrects alkaline soil, adds calcium and sulfur. Prefer this to lower soil pH and enhance soil structure."
24.30811991,0.519435719,173.5692606,6.23379023,61.94823665,43.9839596,63.90354706,1.132377867,Acidic Soil,wheat,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
24.18903071,0.606674374,186.4613525,4.742070766,69.24503839,40.97505963,57.44392216,1.287980795,Acidic Soil,Tea,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
15.04877768,0.615583863,106.5359644,6.682713298,86.96971052,133.6615403,135.1906437,0.620934297,Loamy Soil,pomegranate,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
39.5704576,0.584242098,85.17636778,5.439495277,60.42883135,46.39882107,-20.50910839,2.062222957,Acidic Soil,grapes,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
19.24382766,0.671766822,35.37845146,7.106094103,53.06316306,133.8488042,138.4961353,2.523081893,Loamy Soil,Peas,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
19.87796722,0.751626672,67.38568464,6.189110084,54.7951652,52.94472157,52.01352412,-0.280559958,Peaty Soil,Tobacco,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
23.06096362,0.685750945,259.3364141,7.380793274,75.70982965,62.09150832,80.30897055,1.795649621,Peaty Soil,rice,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
27.43479291,0.479723678,116.1536281,5.38278794,70.29774698,177.3144812,159.5640307,1.74224489,Acidic Soil,Coconut,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
22.67874408,0.625369763,80.50079552,3.908612908,58.38400991,114.239111,87.73772462,1.067384576,Loamy Soil,maize,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
29.04800308,0.651932695,86.99582448,5.775925234,86.96971052,44.50568296,54.79173376,2.003493424,Acidic Soil,mango,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
24.98564484,0.442355038,182.2431193,4.757012776,67.03097115,23.21299185,47.72786027,0.548641068,Acidic Soil,Tea,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
27.80651395,0.605557233,161.7047735,7.610703623,69.74834673,83.00163695,89.05034762,1.471156885,Neutral Soil,Sugarcane,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
17.15582007,0.803352313,175.6564644,4.67181628,60.90839755,38.68079989,44.17591422,1.164489008,Acidic Soil,Pigeon Peas,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
23.69295913,0.602039143,93.68651416,6.299017948,59.47066776,54.66602944,56.15481226,1.783306922,Acidic Soil,Cotton,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
26.4912699,0.737331147,22.1517858,6.561266525,51.91789284,127.4044262,56.9931349,1.935213475,Loamy Soil,Mung Bean,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
27.96102623,0.674877351,184.8228581,4.577723954,65.29367707,34.39405051,54.20739787,1.121712099,Acidic Soil,Tea,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
30.82531054,0.227436131,27.53340479,5.996479484,52.06710197,50.98841497,36.99155098,0.940872194,Acidic Soil,muskmelon,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
27.99943228,0.756692109,139.8647238,5.974033855,68.62314525,73.1987621,62.91742009,0.624833382,Acidic Soil,Coconut,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
23.73382078,0.483094548,85.97422917,6.075179692,56.15263124,47.04327329,42.22573206,-0.280559958,Acidic Soil,Tobacco,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
30.20742949,0.594974421,40.02183431,6.655880133,55.21518684,88.73856492,52.54856056,0.808514394,Neutral Soil,Mung Bean,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
21.1917213,0.518841733,41.19576763,6.329574862,52.36232299,54.07658917,40.85992632,2.175309144,Acidic Soil,Lentil,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
19.3456789,0.85990123,275.98801234,7.50123456,51.12345678,38.12345678,57.12345678,1.97123456,Neutral Soil,berseem clover,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
31.00976199,0.586288022,-85.70959335,3.908612908,59.04742765,146.7636482,112.9980486,2.09686205,Neutral Soil,Mung Bean,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
21.80234567,0.78278901,150.44410669,6.20789012,68.12345678,58.78901234,49.12345678,1.47789012,Loamy Soil,potatoes,Balanced NPK Fertilizer,"""Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."""
43.35998253,0.42517897,47.43890007,5.910178055,52.02295955,29.27596605,38.22798055,2.055323214,Acidic Soil,millet,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
30.24885863,0.623647446,78.09908923,6.833761579,62.84533357,128.7975046,101.6329722,1.253225308,Loamy Soil,papaya,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
17.50853711,0.590225548,73.13589189,7.363816262,52.88896023,57.12511004,76.58800216,1.495381061,Loamy Soil,Chickpea,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
50.17984508,0.638334253,158.2342526,7.169054114,57.13501613,150.0467084,159.5640307,1.371064426,Loamy Soil,Coffee,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
22.58752756,0.495833278,139.3447695,8.82843282,59.90689639,40.09047533,42.73214989,2.080614285,Acidic Soil,Pigeon Peas,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
55.18387807,0.737517561,94.01724972,5.588526927,67.76371828,43.90707976,47.88241846,0.443463179,Acidic Soil,Adzuki Beans,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
20.88956764,0.39070857,74.5398501,6.522822572,52.19382772,33.57508762,58.22074409,3.241983684,Acidic Soil,Chickpea,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
25.11682245,0.666195378,52.38260135,6.363206443,56.48332042,77.67817114,56.48557791,0.684313012,Acidic Soil,watermelon,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
20.29890123,0.68690123,139.39721942,6.10123456,67.78901234,58.12345678,47.78901234,1.40123456,Loamy Soil,potatoes,Balanced NPK Fertilizer,"""Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."""
18.76890123,0.92478901,278.43456789,8.40789012,46.45678901,28.45678901,50.12345678,1.84789012,Alkaline Soil,berseem clover,Gypsum,"Corrects alkaline soil, adds calcium and sulfur. Prefer this to lower soil pH and enhance soil structure."
18.3892244,0.606802828,31.64483361,6.875701529,52.40385644,63.93132967,159.5640307,1.458929923,Loamy Soil,Peas,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
25.79908493,0.725388046,60.16958299,6.881463898,56.46509731,136.4493423,96.06354321,0.753328927,Loamy Soil,Black gram,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
40.61645821,0.548465689,119.7712674,6.680268874,76.48358791,100.300709,80.37408931,1.935030711,Neutral Soil,papaya,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
26.91870639,0.972361206,50.67767921,7.129656854,86.96971052,140.8295143,90.00208594,0.843671763,Neutral Soil,Mung Bean,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
39.55888029,0.738407152,49.07104107,6.178960512,49.24633302,35.58821294,52.45369953,0.572028639,Acidic Soil,millet,Urea,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
4.011486444,0.549701813,84.17141178,6.526113554,52.52731158,68.18583022,65.13945931,1.234143625,Acidic Soil,maize,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
14.7086562,0.518981421,48.4219077,6.009924064,53.81456378,31.05271711,48.03104702,1.254575607,Acidic Soil,Peas,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
24.16420962,0.562037903,175.8164825,7.434977569,67.46972519,68.59347181,-20.50910839,0.50544364,Neutral Soil,Jute,Muriate of Potash,"High potassium content, improves fruit and flower quality. Prefer this for potassium-deficient soils to enhance crop productivity."
24.56344861,0.782426102,191.8360612,4.593585978,70.92832573,33.95544106,60.6326884,2.008357588,Peaty Soil,Tea,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
31.80318554,0.579590764,93.61443336,6.723281761,54.40523431,113.7452618,117.2582949,0.626267065,Neutral Soil,mango,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
23.39024489,0.673462848,201.6174306,6.334096754,59.83382896,48.61814026,59.3939418,1.348462375,Acidic Soil,Coffee,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
18.44007512,0.58586246,-85.70959335,7.286374726,49.82440027,134.283245,145.0536576,0.73667858,Loamy Soil,Peas,Urea,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
25.52904351,0.75450373,91.35929671,6.121790554,60.76656097,56.17255461,55.54654167,3.241983684,Peaty Soil,Tobacco,Organic Fertilizer,"Enhances fertility naturally, ideal for peaty soils. Prefer this to improve soil fertility while maintaining organic farming practices."
27.84234567,0.6996789,89.87789012,7.30456789,66.45678901,33.45678901,53.45678901,1.69123456,Neutral Soil,tomatoes,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
27.16251172,0.823494476,226.8723088,6.92096417,74.74445541,151.3626724,147.1449459,1.231255995,Loamy Soil,rice,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
29.01352815,0.584627859,129.3622664,6.280982428,65.78565008,59.54955175,58.90337118,1.430444384,Acidic Soil,banana,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
25.86418785,0.617542396,174.9602444,6.987364742,68.70487906,149.9993064,144.1527096,2.449681858,Loamy Soil,Jute,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
23.36438239,0.645686932,78.68609855,6.248167831,56.91351624,52.05869944,54.93294578,3.241983684,Acidic Soil,Tobacco,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
23.91023092,0.625843101,99.94434279,5.781689346,59.73148068,49.08711566,47.20106734,2.318456643,Acidic Soil,pomegranate,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
24.15899534,0.776698489,87.00237731,7.818621967,58.90201,-37.64973873,44.84104643,0.845540085,Alkaline Soil,Cotton,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
15.33650439,0.567858003,67.76431947,6.162117083,53.49401491,67.46759228,57.91506945,1.038372015,Acidic Soil,grapes,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
